Quote_ID,Agency,Issued,Quote_Platform,Eff_Date,Liab_Only,ST,Zipcode,Terr,Min_Veh_Yr,Max_Veh_Yr,MultiProduct_Discount,Life_Discount,MultiCar,Acc_Viol_Score,Ins_Score,BI_Limit,Driver1_Age,Driver2_Age
5157308912,Iota,N,PLRATING,201908,N,IN,46064,69,2006,2011,None,N,Y,0,675-699,50/100,30-34,30-34
5157400131,Iota,N,PLRATING,201908,N,IN,46203,1,2002,2004,Auto Home,N,Y,0,750-774,100/300,60-64,60-64
5157401151,Epsilon,N,PLRATING,201908,N,IN,46222,1,1997,2001,Auto Home,N,Y,0,675-699,100/300,60-64,60-64
5157401843,Epsilon,N,PLRATING,201908,Y,IN,46702,57,2000,2000,None,N,N,0,825-849,50/100,25-29,25-29
5157403045,Iota,N,PLRATING,201908,N,IN,46131,31,2009,2016,None,N,Y,0,675-699,250/500,35-39,35-39
5157404088,Iota,N,PLRATING,201908,N,IN,46113,95,2002,2006,Auto Home,N,Y,0,525-549,100/300,40-44,40-44
5157406701,Theta,Y,PLRATING,201908,N,IN,46278,95,2013,2013,Auto Home,N,N,0,700-724,250/500,55-59,55-59
5157407225,Epsilon,N,PLRATING,201908,N,IN,46224,1,2016,2016,None,N,N,0,675-699,100/300,25-29,25-29
5157408225,Iota,N,PLRATING,201908,N,IN,47024,46,2005,2011,None,N,Y,0,775-799,100/300,65-69,65-69
5157408910,Theta,N,PLRATING,201908,N,IN,46205,1,2006,2007,Auto Home,N,Y,0,625-649,100/300,25-29,50-54
5157500171,Iota,N,PLRATING,201908,N,IN,46140,52,2010,2014,None,N,Y,0,825-849,250/500,20-24,55-59
5157502888,Epsilon,N,PLRATING,201908,Y,IN,47954,74,1998,1998,None,N,Y,0,525-549,100/300,35-39,35-39
5157502942,Eta,N,PLRATING,201908,N,IN,46231,95,2012,2012,None,N,N,0,625-649,50/100,20-24,20-24
5157503044,Iota,N,PLRATING,201908,N,IN,47374,37,2009,2009,None,N,N,0,625-649,100/300,25-29,25-29
5157503367,Beta,Y,PLRATING,201908,N,IN,47421,68,2011,2012,Auto Home,N,Y,0,850-874,100/300,60-64,70-74
5157503877,Theta,N,eQuote,201908,N,IN,46628,4,2007,2012,Auto Home,N,Y,0,775-799,250/500,40-44,40-44
5157505274,Beta,N,eQuote,201908,N,IN,46241,1,2008,2014,Auto Home,N,Y,0,675-699,50/100,25-29,65-69
5157505567,Iota,N,PLRATING,201908,N,IN,46140,52,2015,2016,None,N,Y,0,650-674,100/300,25-29,25-29
5157505578,Iota,N,PLRATING,201908,N,IN,46140,52,2015,2016,None,N,Y,0,650-674,100/300,25-29,25-29
5157506101,Iota,N,PLRATING,201908,N,IN,46055,52,2013,2013,None,N,N,0,550-574,100/300,45-49,45-49
5157506506,Iota,N,PLRATING,201908,N,IN,46140,52,2003,2005,None,N,Y,0,575-599,100/300,<20,45-49
5157506581,Alpha,N,eQuote,201908,Y,IN,46385,16,1999,2000,Auto Home,N,Y,0,775-799,100/300,50-54,50-54
5157507304,Beta,N,PLRATING,201908,N,IN,47421,68,1998,2015,None,N,Y,0,550-574,100/300,20-24,25-29
5157507902,Theta,N,PLRATING,201908,N,IN,46220,1,2006,2006,Auto Home,N,N,0,800-824,250/500,45-49,50-54
5157508059,Beta,N,PLRATING,201908,Y,IN,47451,68,2000,2000,None,N,N,0,525-549,100/300,50-54,50-54
5157508295,Beta,Y,PLRATING,201908,N,IN,46131,30,2007,2014,None,N,Y,0,950-974,500/500,25-29,60-64
5157509782,Iota,N,PLRATING,201908,N,IN,46140,52,2001,2014,None,N,Y,0,775-799,100/300,40-44,45-49
5157600711,Iota,N,PLRATING,201908,N,IN,46140,52,2005,2008,None,N,Y,0,775-799,"1,000 CSL",70-74,75-79
5157601271,Iota,N,PLRATING,201908,N,IN,47012,46,2006,2010,None,N,Y,0,550-574,100/300,30-34,35-39
5157602406,Theta,Y,PLRATING,201908,N,IN,46216,95,2014,2015,Auto Home,N,Y,0,875-899,250/500,65-69,65-69
5157603115,Iota,N,PLRATING,201908,Y,IN,46142,62,2003,2003,None,N,N,0,600-624,100/300,65-69,65-69
5157603991,Iota,Y,PLRATING,201908,N,IN,46226,1,2013,2013,Auto Home,N,N,0,750-774,100/300,65-69,65-69
5157604346,Beta,N,eQuote,201908,N,IN,46122,30,2011,2011,Auto Home,N,N,2,675-699,50/100,65-69,65-69
5157604691,Epsilon,N,PLRATING,201908,N,IN,46953,9,2014,2014,None,N,N,0,550-574,50/100,25-29,25-29
5157604713,Epsilon,N,PLRATING,201908,N,IN,46953,9,2012,2012,None,N,N,0,550-574,50/100,25-29,25-29
5157605349,Epsilon,N,PLRATING,201908,N,IN,46952,9,2010,2010,None,N,N,0,625-649,100/300,80-84,80-84
5157605387,Iota,N,PLRATING,201908,N,IN,46140,52,2014,2014,None,N,N,0,600-624,100/300,20-24,20-24
5157605973,Beta,N,PLRATING,201908,N,IN,47421,68,2006,2008,None,N,Y,0,850-874,100/300,55-59,55-59
5157606254,Theta,N,PLRATING,201908,N,IN,46250,95,2005,2008,Auto Home,N,Y,0,625-649,100/300,20-24,20-24
5157606270,Beta,N,PLRATING,201908,N,IN,47452,78,2006,2006,Auto Home,N,N,0,875-899,100/300,40-44,40-44
5157606764,Epsilon,N,eQuote,201908,N,IN,46151,75,1998,1998,None,N,N,0,525-549,100/300,35-39,35-39
5157606794,Beta,N,PLRATING,201908,N,IN,47462,68,2002,2010,None,N,Y,0,675-699,100/300,25-29,65-69
5157607290,Beta,N,PLRATING,201908,N,IN,47421,68,2012,2017,None,N,Y,0,825-849,250/500,65-69,65-69
5157607391,Theta,N,PLRATING,201908,N,IN,46203,1,2013,2013,Auto Home,N,N,0,600-624,250/500,25-29,25-29
5157607619,Beta,N,eQuote,201908,N,IN,46214,1,2008,2008,Auto Home,N,N,0,600-624,50/100,50-54,70-74
5157607723,Epsilon,N,PLRATING,201908,Y,IN,46702,57,2001,2001,None,N,N,0,No History,100/300,55-59,55-59
5157608290,Beta,N,PLRATING,201908,N,IN,47454,78,2013,2013,None,N,N,0,No History,100/300,45-49,45-49
5157609463,Beta,N,PLRATING,201908,N,IN,47421,68,2001,2002,None,N,Y,0,925-949,100/300,70-74,70-74
5157609790,Beta,N,PLRATING,201908,N,IN,47421,68,1996,2013,None,N,Y,0,725-749,100/300,20-24,20-24
5157609938,Iota,N,PLRATING,201908,N,IN,47012,46,2007,2011,None,N,Y,0,575-599,100/300,40-44,40-44
5157609990,Epsilon,N,PLRATING,201908,N,IN,46902,34,2000,2000,Auto Home,N,N,0,750-774,100/300,20-24,20-24
5157700109,Theta,N,PLRATING,201908,N,IN,46038,30,2005,2008,None,N,Y,0,625-649,250/500,25-29,25-29
5157700516,Alpha,N,eQuote,201908,N,IN,46385,16,2010,2010,Auto Home,N,N,0,700-724,100/300,60-64,60-64
5157700569,Iota,Y,PLRATING,201908,N,IN,47012,46,2013,2013,Auto Home,N,N,0,675-699,250/500,50-54,50-54
5157702532,Beta,N,PLRATING,201908,N,IN,47446,68,2001,2013,None,N,Y,0,500-524,50/100,40-44,60-64
5157703305,Beta,N,PLRATING,201908,N,IN,47421,68,1996,2001,None,N,Y,0,850-874,500/500,45-49,45-49
5157703699,Beta,N,PLRATING,201908,N,IN,47421,68,1998,1999,None,N,Y,0,675-699,100/300,20-24,55-59
5157704100,Beta,N,PLRATING,201908,N,IN,47421,68,2002,2005,None,N,Y,0,575-599,100/300,40-44,45-49
5157704481,Epsilon,N,PLRATING,201908,N,IN,46214,1,2006,2006,Auto Home,N,N,0,800-824,300 CSL,70-74,70-74
5157704608,Iota,N,PLRATING,201908,N,IN,47362,55,1999,2010,None,N,Y,0,625-649,100/300,<20,50-54
5157704708,Iota,N,PLRATING,201908,N,IN,46140,52,2003,2003,None,N,N,0,725-749,100/300,45-49,50-54
5157707063,Epsilon,N,PLRATING,201908,Y,IN,46953,9,1996,1996,None,N,N,0,625-649,50/100,35-39,50-54
5157707089,Beta,N,PLRATING,201908,N,IN,47421,68,2011,2014,None,N,Y,0,825-849,100/300,65-69,70-74
5157707570,Beta,Y,PLRATING,201908,N,IN,47421,68,2008,2008,None,N,N,0,900-924,250/500,55-59,55-59
5157708436,Beta,N,PLRATING,201908,N,IN,47451,68,1998,2004,None,N,Y,0,500-524,100/300,50-54,50-54
5157708745,Epsilon,N,PLRATING,201908,N,IN,46902,34,2008,2008,None,N,N,0,1-449,100/300,45-49,45-49
5157708835,Alpha,N,eQuote,201908,N,IN,46385,16,2018,2018,None,N,N,0,775-799,100/300,55-59,55-59
5157708951,Epsilon,N,PLRATING,201908,N,IN,46902,34,1999,2011,Auto Home,N,Y,0,775-799,100/300,65-69,65-69
5157709013,Epsilon,Y,PLRATING,201908,N,IN,46256,95,2008,2008,None,N,N,0,850-874,100/300,20-24,20-24
5157709397,Iota,N,PLRATING,201908,N,IN,46126,31,2002,2016,None,N,Y,0,700-724,100/300,<20,45-49
5157709563,Epsilon,N,PLRATING,201908,N,IN,46750,57,2005,2010,Auto Home,N,Y,0,675-699,100/300,25-29,55-59
5157709701,Epsilon,N,PLRATING,201908,N,IN,46001,41,2001,2012,None,N,Y,0,525-549,100/300,50-54,50-54
5157800131,Epsilon,N,PLRATING,201908,N,IN,46240,95,2010,2010,Auto Home,N,N,0,650-674,100/300,35-39,35-39
5157800148,Epsilon,N,PLRATING,201908,N,IN,47374,104,2016,2016,None,N,N,0,700-724,100/300,35-39,40-44
5157800388,Iota,N,PLRATING,201908,N,IN,46142,62,2007,2008,None,N,Y,0,600-624,100/300,20-24,20-24
5157801530,Theta,N,eQuote,201908,N,IN,46227,1,2007,2010,None,N,Y,0,550-574,100/300,30-34,35-39
5157801947,Theta,N,PLRATING,201908,N,IN,46240,95,2012,2012,Auto Home,N,N,1,600-624,250/500,25-29,25-29
5157802403,Epsilon,N,PLRATING,201908,N,IN,46750,57,2015,2017,None,N,Y,0,750-774,100/300,55-59,55-59
5157802579,Iota,N,PLRATING,201908,N,IN,46140,52,2016,2016,None,N,N,0,700-724,100/300,35-39,55-59
5157802856,Alpha,N,eQuote,201908,N,IN,46544,99,1997,2004,None,N,Y,0,850-874,300 CSL,70-74,75-79
5157803705,Epsilon,N,PLRATING,201908,N,IN,46214,1,2005,2015,Auto Home,N,Y,0,625-649,100/300,<20,50-54
5157803707,Epsilon,Y,eQuote,201908,N,IN,46168,30,2016,2017,Auto Home,N,Y,0,800-824,100/300,30-34,30-34
5157803819,Iota,N,PLRATING,201908,N,IN,46140,52,2006,2006,None,N,N,0,525-549,250/500,60-64,60-64
5157804228,Theta,N,PLRATING,201908,N,IN,46256,95,2010,2012,Auto Home,N,Y,0,700-724,250/500,50-54,50-54
5157804501,Epsilon,N,eQuote,201908,N,IN,46151,30,2001,2004,None,N,Y,0,625-649,100/300,20-24,20-24
5157805597,Epsilon,N,PLRATING,201908,N,IN,46202,1,2007,2007,None,N,Y,0,750-774,500 CSL,45-49,50-54
5157805642,Epsilon,N,eQuote,201908,N,IN,46158,30,2011,2013,Auto Home,N,Y,0,650-674,100/300,40-44,50-54
5157805669,Epsilon,N,PLRATING,201908,N,IN,46202,1,1998,2009,None,N,Y,0,750-774,500 CSL,45-49,75-79
5157805857,Iota,N,PLRATING,201908,N,IN,46037,30,2012,2012,None,N,N,0,700-724,250/500,45-49,45-49
5157805899,Epsilon,N,PLRATING,201908,N,IN,46902,34,2004,2007,None,N,Y,0,600-624,50/100,25-29,30-34
5157807066,Iota,N,PLRATING,201908,N,IN,46140,52,2003,2005,None,N,Y,0,775-799,100/300,45-49,55-59
5157807167,Iota,N,PLRATING,201908,N,IN,46064,69,2011,2013,None,N,Y,0,825-849,250/500,35-39,35-39
5157807367,Epsilon,N,PLRATING,201908,N,IN,46929,19,2000,2009,Auto Home,N,Y,0,550-574,100/300,20-24,40-44
5157807418,Epsilon,N,PLRATING,201908,N,IN,46076,80,2004,2004,None,N,N,0,550-574,100/300,20-24,20-24
5157807957,Epsilon,N,PLRATING,201908,N,IN,46902,34,1996,2013,Auto Home,N,Y,0,600-624,100/300,20-24,20-24
5157808282,Theta,N,PLRATING,201908,N,IN,46220,1,2011,2011,Auto Home,N,N,0,500-524,250/500,25-29,25-29
5157808494,Iota,N,PLRATING,201908,N,IN,47012,46,2014,2014,None,N,N,0,675-699,250/500,50-54,50-54
5157900368,Epsilon,N,PLRATING,201908,N,IN,46901,34,2007,2007,Auto Home,N,N,0,600-624,100/300,55-59,55-59
5157900905,Epsilon,N,PLRATING,201908,N,IN,46068,80,2009,2011,None,N,Y,0,475-499,100/300,30-34,55-59
5157901142,Epsilon,N,PLRATING,201908,N,IN,46901,34,2010,2010,None,N,N,0,700-724,100/300,35-39,35-39
5157901246,Iota,N,PLRATING,201908,N,IN,46979,56,1999,2013,None,N,Y,0,700-724,100/300,30-34,70-74
5157901311,Beta,N,PLRATING,201908,N,IN,47421,68,2007,2010,None,N,Y,0,800-824,100/300,50-54,50-54
5157901588,Epsilon,N,PLRATING,201908,N,IN,46901,34,2011,2011,None,N,N,0,No Score,50/100,<20,<20
5157903970,Epsilon,N,PLRATING,201908,N,IN,46032,51,2005,2005,None,N,N,0,625-649,100/300,25-29,25-29
5157904006,Iota,N,PLRATING,201908,N,IN,47012,38,2000,2002,None,N,Y,0,525-549,50/100,30-34,30-34
5157904633,Epsilon,N,PLRATING,201908,N,IN,46952,9,2003,2003,Auto Home,N,N,0,550-574,100/300,35-39,35-39
5157906408,Epsilon,Y,PLRATING,201908,N,IN,46068,80,2013,2018,Auto Home,N,Y,0,725-749,100/300,65-69,65-69
5157908210,Epsilon,N,PLRATING,201908,N,IN,46750,57,2007,2013,None,N,Y,0,450-474,50/100,45-49,45-49
5157908708,Epsilon,N,PLRATING,201908,N,IN,46237,95,2009,2009,None,N,N,0,650-674,100/300,<20,40-44
5157909331,Epsilon,N,PLRATING,201908,N,IN,46214,1,2004,2014,Auto Home,N,Y,0,625-649,100/300,<20,50-54
5158001517,Iota,N,PLRATING,201908,N,IN,46140,52,2009,2010,None,N,Y,0,775-799,100/300,20-24,50-54
5158702615,Beta,N,PLRATING,201908,N,IN,47421,68,2018,2018,None,N,N,0,525-549,100/300,35-39,35-39
957505502,Alpha,N,PLRATING,201909,N,IN,47022,38,2005,2009,Auto Home,N,Y,0,700-724,100/300,40-44,45-49
957609107,Alpha,N,PLRATING,201909,N,IN,47060,38,2010,2010,None,N,Y,0,600-624,100/300,20-24,20-24
957805439,Epsilon,N,eQuote,201909,N,IN,47060,38,2018,2018,Auto Home,N,N,0,650-674,300 CSL,75-79,75-79
957908078,Kappa,N,eQuote,201909,N,IN,47060,38,2001,2015,Auto Home,N,Y,0,800-824,100/300,30-34,60-64
957909513,Delta,Y,PLRATING,201909,N,IN,46614,4,2011,2012,Auto Home,N,Y,0,850-874,250/500,60-64,60-64
958000301,Gamma,Y,APPLIED,201909,N,IN,46038,30,2007,2013,Auto Home,N,Y,0,800-824,100/300,40-44,40-44
958107886,Epsilon,N,eQuote,201909,N,IN,47041,38,2003,2005,Auto Home,N,Y,0,525-549,100/300,25-29,35-39
958204083,Gamma,N,eQuote,201909,N,IN,47025,38,2007,2007,None,N,N,0,600-624,100/300,25-29,25-29
958204136,Alpha,N,PLRATING,201909,N,IN,47060,38,2011,2014,None,N,Y,0,725-749,100/300,20-24,25-29
958206163,Alpha,N,eQuote,201909,Y,IN,47060,46,2007,2007,None,N,N,0,No History,250/500,20-24,20-24
958304372,Gamma,N,eQuote,201909,N,IN,47712,5,2010,2014,Auto Home,N,Y,0,525-549,100/300,45-49,45-49
1257408523,Alpha,N,eQuote,201909,Y,IN,46808,3,2001,2001,Auto Home,N,N,0,625-649,100/300,25-29,25-29
1258304319,Delta,N,eQuote,201909,N,IN,46825,3,2015,2015,None,N,N,1,600-624,100/300,20-24,20-24
1258304608,Alpha,N,eQuote,201909,N,IN,47150,6,2011,2011,Auto Home,N,N,0,650-674,100/300,25-29,25-29
2157100991,Eta,Y,eQuote,201909,N,IN,46819,3,2015,2015,None,N,Y,0,725-749,100/300,<20,<20
2157605273,Theta,N,eQuote,201909,Y,IN,46765,3,2000,2000,Auto Home,N,N,0,775-799,100/300,80-84,80-84
2157607137,Alpha,N,eQuote,201909,N,IN,46809,3,2009,2012,Auto Home,N,Y,0,925-949,"500/1,000",55-59,70-74
2157607159,Theta,N,eQuote,201909,N,IN,46815,3,2005,2008,Auto Home,N,Y,0,850-874,250/500,70-74,75-79
2157607560,Delta,N,PLRATING,201909,N,IN,46767,84,2003,2008,Auto Home,N,Y,0,850-874,100/300,25-29,30-34
2157607756,Delta,Y,PLRATING,201909,N,IN,46540,42,2011,2012,Auto Home,N,Y,0,725-749,100/300,35-39,35-39
2157800083,Alpha,Y,eQuote,201909,N,IN,46815,3,2015,2015,Auto Home,N,N,0,775-799,500/500,70-74,70-74
2157800593,Gamma,N,PLRATING,201909,N,IN,46723,94,2000,2003,Auto Home,N,Y,0,850-874,100/300,65-69,65-69
2157801601,Theta,N,eQuote,201909,N,IN,46765,3,2009,2009,Auto Home,N,N,0,925-949,100/300,80-84,80-84
2157802255,Delta,N,PLRATING,201909,Y,IN,46767,84,1996,1996,Auto Home,N,N,0,725-749,250/500,35-39,35-39
2157804141,Theta,N,eQuote,201909,N,IN,46077,13,2009,2011,Auto Home,N,Y,0,725-749,250/500,25-29,50-54
2157804243,Theta,N,eQuote,201909,N,IN,46806,3,2002,2009,Auto Home,N,Y,0,725-749,100/300,55-59,60-64
2157807500,Theta,N,eQuote,201909,N,IN,46818,3,2004,2013,Auto Home,N,Y,0,625-649,100/300,45-49,45-49
2157807852,Alpha,N,eQuote,201909,N,IN,46804,3,2014,2014,Auto Home,N,N,0,900-924,500 CSL,85-90,85-90
2157809610,Theta,Y,eQuote,201909,N,IN,46792,57,2010,2010,Auto Home,N,N,0,875-899,250/500,70-74,70-74
2157901625,Gamma,N,PLRATING,201909,N,IN,46701,84,1999,2013,Auto Home,N,Y,0,725-749,250/500,<20,40-44
2157904102,Theta,N,eQuote,201909,N,IN,46805,3,2012,2012,Auto Home,N,N,0,625-649,100/300,45-49,45-49
2157906416,Theta,N,eQuote,201909,N,IN,46845,3,2000,2012,Auto Home,N,Y,0,700-724,100/300,20-24,50-54
2157906547,Delta,N,PLRATING,201909,N,IN,46567,64,2005,2013,Auto Home,N,Y,0,875-899,250/500,65-69,70-74
2157907556,Eta,N,eQuote,201909,N,IN,46788,40,1998,2014,None,N,Y,0,650-674,100/300,55-59,55-59
2157908626,Theta,N,eQuote,201909,N,IN,46741,3,2005,2005,Auto Home,N,N,0,900-924,250/500,60-64,65-69
2157909551,Theta,N,eQuote,201909,Y,IN,46741,3,2005,2005,None,N,N,0,575-599,100/300,65-69,65-69
2158001277,Delta,N,PLRATING,201909,N,IN,46706,40,2004,2005,Auto Home,N,Y,0,725-749,500 CSL,75-79,75-79
2158001647,Eta,N,eQuote,201909,N,IN,46808,3,2013,2013,Homeowner,N,N,0,625-649,100/300,20-24,20-24
2158002963,Alpha,N,eQuote,201909,Y,IN,46805,3,1999,1999,Auto Home,N,N,0,750-774,100/300,25-29,25-29
2158003367,Theta,N,eQuote,201909,N,IN,46706,3,2014,2014,Auto Home,N,N,0,875-899,"1,000 CSL",20-24,45-49
2158005024,Theta,Y,eQuote,201909,N,IN,46835,3,2017,2017,Auto Home,N,N,0,725-749,250/500,35-39,35-39
2158005056,Eta,N,PLRATING,201909,N,IN,46792,57,1996,2012,Auto Home,N,Y,0,875-899,500 CSL,70-74,70-74
2158005493,Delta,N,PLRATING,201909,Y,IN,46723,94,2008,2008,Auto Home,N,N,0,650-674,100/300,20-24,20-24
2158005998,Theta,N,eQuote,201909,N,IN,46706,40,2011,2011,Auto Home,N,N,0,725-749,100/300,20-24,20-24
2158007152,Delta,N,PLRATING,201909,Y,IN,46571,65,2009,2009,None,N,N,0,850-874,50/100,75-79,75-79
2158008452,Delta,N,PLRATING,201909,N,IN,46767,84,1998,2013,Auto Home,N,Y,0,775-799,100/300,60-64,60-64
2158008648,Alpha,N,eQuote,201909,N,IN,46835,3,2017,2017,None,N,N,0,750-774,250/500,40-44,40-44
2158100127,Delta,N,PLRATING,201909,Y,IN,46732,84,2004,2004,None,N,N,0,575-599,100/300,45-49,45-49
2158101492,Beta,N,PLRATING,201909,N,IN,46733,7,2005,2010,Auto Home,N,Y,0,625-649,100/300,30-34,40-44
2158106017,Alpha,N,eQuote,201909,N,IN,46236,95,2014,2016,Auto Home,N,Y,0,800-824,500 CSL,25-29,25-29
2158107167,Gamma,N,PLRATING,201909,N,IN,46815,3,2008,2008,Auto Home,N,N,0,625-649,100/300,30-34,30-34
2158108129,Alpha,N,eQuote,201909,N,IN,46815,3,2005,2011,Auto Home,N,Y,0,850-874,500 CSL,75-79,75-79
2158108177,Alpha,N,eQuote,201909,N,IN,46825,3,2005,2005,Auto Home,N,N,0,625-649,100/300,20-24,20-24
2158109196,Delta,N,PLRATING,201909,N,IN,46732,64,2009,2009,Auto Home,N,N,0,750-774,300 CSL,25-29,25-29
2158200353,Alpha,N,eQuote,201909,N,IN,46765,3,2012,2012,None,N,N,0,550-574,100/300,65-69,65-69
2158200398,Alpha,N,eQuote,201909,N,IN,46738,40,2000,2002,Auto Home,N,Y,0,500-524,100/300,<20,40-44
2158202635,Alpha,N,eQuote,201909,N,IN,46706,40,2013,2013,Auto Home,N,N,0,550-574,250/500,50-54,50-54
2158205976,Delta,Y,PLRATING,201909,N,IN,46732,84,2013,2016,None,N,Y,1,750-774,50/100,20-24,45-49
2158304265,Beta,N,PLRATING,201909,N,IN,46814,3,1998,2012,Auto Home,N,Y,0,650-674,100/300,<20,50-54
2160508089,Beta,N,PLRATING,201909,N,IN,47421,68,2000,2000,None,N,N,0,875-899,100/300,50-54,50-54
2457609741,Gamma,N,PLRATING,201909,N,IN,47362,55,2004,2017,None,N,Y,0,875-899,250/500,80-84,80-84
2457700373,Iota,N,eQuote,201909,N,IN,46227,95,1999,2003,None,N,Y,0,825-849,100/300,30-34,30-34
2457800085,Delta,Y,eQuote,201909,N,IN,46241,95,2012,2012,Auto Home,N,N,0,825-849,100/300,65-69,65-69
2457900165,Iota,Y,eQuote,201909,N,IN,46122,30,1999,2016,Auto Home,N,Y,0,600-624,100/300,<20,35-39
2457909523,Iota,N,eQuote,201909,N,IN,46107,1,2012,2012,Auto Home,N,N,0,550-574,500 CSL,45-49,45-49
2457909528,Gamma,N,PLRATING,201909,N,IN,47362,55,2003,2007,Auto Home,N,Y,0,650-674,250/500,50-54,50-54
2458000037,Epsilon,Y,eQuote,201909,N,IN,46143,30,2008,2008,Auto Home,N,N,0,775-799,250/500,65-69,65-69
2458001464,Gamma,N,PLRATING,201909,Y,IN,47360,55,1999,1999,None,N,N,0,No History,250/500,<20,<20
2458001805,Epsilon,N,eQuote,201909,Y,IN,46106,30,2003,2003,None,N,N,0,600-624,100/300,45-49,45-49
2458001886,Gamma,N,PLRATING,201909,Y,IN,47362,55,2001,2001,None,N,N,0,525-549,250/500,45-49,45-49
2458002116,Gamma,N,PLRATING,201909,N,IN,47362,55,2000,2010,Auto Home,N,Y,0,800-824,250/500,65-69,70-74
2458003029,Delta,N,eQuote,201909,N,IN,46143,62,2015,2015,None,N,N,0,800-824,100/300,45-49,45-49
2458003504,Iota,N,eQuote,201909,N,IN,46056,69,2004,2015,Auto Home,N,Y,0,925-949,500/500,60-64,60-64
2458004952,Gamma,Y,PLRATING,201909,N,IN,46239,95,2009,2016,Auto Home,N,Y,0,675-699,250/500,50-54,50-54
2458007212,Delta,N,eQuote,201909,N,IN,46203,95,2012,2012,None,N,Y,0,625-649,50/100,25-29,45-49
2458101986,Gamma,N,PLRATING,201909,N,IN,46012,28,2016,2016,None,N,N,0,600-624,250/500,25-29,25-29
2458105780,Gamma,N,PLRATING,201909,N,IN,47362,55,2007,2007,Auto Home,N,N,0,650-674,250/500,20-24,20-24
2458105845,Gamma,Y,PLRATING,201909,N,IN,46122,54,2008,2012,Auto Home,N,Y,0,725-749,250/500,35-39,35-39
2458200711,Gamma,N,PLRATING,201909,N,IN,47362,55,2014,2014,None,N,N,0,750-774,250/500,20-24,20-24
2458202226,Gamma,N,PLRATING,201909,N,IN,47362,55,2003,2003,Auto Home,N,N,0,875-899,250/500,50-54,50-54
2458203288,Gamma,N,PLRATING,201909,Y,IN,46115,93,1997,1999,None,N,Y,0,775-799,250/500,55-59,55-59
2458203332,Epsilon,N,eQuote,201909,Y,IN,47374,37,1996,1996,None,N,N,0,625-649,50/100,<20,<20
2458203978,Epsilon,N,eQuote,201909,N,IN,46184,30,2007,2015,Auto Home,N,Y,0,875-899,100/300,<20,50-54
2458207480,Iota,N,eQuote,201909,N,IN,46217,95,2009,2009,Auto Home,N,N,0,525-549,50/100,45-49,45-49
2458208864,Gamma,N,PLRATING,201909,N,IN,47362,55,2000,2013,None,N,Y,0,625-649,250/500,20-24,55-59
2458300382,Epsilon,N,eQuote,201909,N,IN,46131,30,2002,2017,Auto Home,N,Y,2,800-824,100/300,<20,40-44
3057607784,Gamma,N,eQuote,201909,N,IN,47586,86,2016,2016,None,N,N,0,550-574,100/300,55-59,55-59
3057800248,Gamma,N,eQuote,201909,N,IN,47523,98,2000,2017,Auto Home,N,Y,0,625-649,100/300,25-29,30-34
3057802749,Gamma,Y,eQuote,201909,N,IN,47532,96,2011,2011,Auto Home,N,N,0,875-899,100/300,65-69,65-69
3057807845,Theta,N,PLRATING,201909,N,IN,47710,5,2002,2014,Auto Home,N,Y,0,900-924,250/500,60-64,70-74
3057903304,Theta,N,PLRATING,201909,N,IN,47720,5,2006,2011,Auto Home,N,Y,0,850-874,100/300,60-64,60-64
3057904204,Zeta,Y,PLRATING,201909,N,IN,47124,44,2014,2014,Auto Home,N,N,0,775-799,100/300,65-69,65-69
3057906082,Theta,N,PLRATING,201909,N,IN,47711,5,2005,2013,None,N,Y,0,550-574,50/100,20-24,50-54
3057906651,Theta,N,PLRATING,201909,N,IN,47638,88,1996,2001,None,N,Y,0,850-874,100/300,35-39,35-39
3057908238,Theta,N,PLRATING,201909,N,IN,47712,5,2010,2010,None,N,N,0,550-574,50/100,25-29,25-29
3058000230,Theta,N,PLRATING,201909,Y,IN,47712,5,2005,2005,None,N,N,0,525-549,50/100,45-49,45-49
3058003107,Iota,N,eQuote,201909,N,IN,47715,5,2007,2007,None,N,N,0,575-599,100/300,60-64,60-64
3058004110,Gamma,N,eQuote,201909,N,IN,47514,86,2015,2015,None,N,N,0,775-799,250/500,35-39,45-49
3058005313,Alpha,Y,eQuote,201909,N,IN,47546,96,2014,2014,Auto Home,N,N,0,675-699,300 CSL,70-74,70-74
3058005966,Iota,N,eQuote,201909,Y,IN,47601,107,1996,1996,None,N,N,0,875-899,100/300,65-69,65-69
3058006557,Theta,N,PLRATING,201909,N,IN,47630,107,2013,2017,Auto Home,N,Y,0,650-674,500/500,65-69,65-69
3058006604,Theta,N,PLRATING,201909,N,IN,47630,107,2011,2015,Auto Home,N,Y,0,650-674,500/500,65-69,65-69
3058007549,Theta,N,PLRATING,201909,N,IN,47720,5,2016,2016,Auto Home,N,N,0,600-624,250/500,25-29,25-29
3058008792,Theta,N,PLRATING,201909,N,IN,47630,107,2012,2016,Auto Home,N,Y,0,650-674,500/500,65-69,65-69
3058009423,Theta,N,PLRATING,201909,N,IN,47710,5,2002,2002,None,N,N,0,900-924,100/300,65-69,80-84
3058100566,Zeta,N,eQuote,201909,N,IN,47143,21,2004,2004,Auto Home,N,Y,2,600-624,500 CSL,45-49,50-54
3058101119,Theta,N,PLRATING,201909,N,IN,47710,5,2012,2012,Auto Home,N,N,0,600-624,100/300,25-29,25-29
